Order,Family,Genus,species,Sexual System,Karyotype,notes: Karyotype,Genotypic,Haplodiploidy,Chromosome number (female) 2N,Chromosome number (male) 2N
Orthoptera,Romaleidae,Zoniopoda,tarsata,,XO,,male heterogametic,,24,23
Orthoptera,Tristiridae,Atacamacris,diminuta,,XY,,male heterogametic,,10,10
Orthoptera,Tristiridae,Elysiacris,angusticollis,,XO,,male heterogametic,,22,21
Orthoptera,Tristiridae,Illapelia,penai,,XO,,male heterogametic,,24,23
Orthoptera,Tristiridae,Peplacris,recutita,,XO,,male heterogametic,,22,21
Orthoptera,Tristiridae,Tropidostethus,bicarinatus,,XO,,male heterogametic,,22,21
Parasitiformes, Polyaspidoidea,Iphidinychus,geieri,parthenogenetic,,,,,,
Parasitiformes, Polyaspidoidea,Iphiduropoda,penicillata,gonochorous,,,,,,
Parasitiformes,Antennophoridae,Antennophorus,grandis,gonochorous,,,,other,24,
Parasitiformes,Argasidae,Argas,brumpti,gonochorous,,,,,24,
Parasitiformes,Argasidae,Argas,cooleyi,gonochorous,XY,,,,26,
Parasitiformes,Argasidae,Argas,hermanni,gonochorous,XY,,,,26,
Parasitiformes,Argasidae,Argas,japonicus,gonochorous,XY,,,,26,
Parasitiformes,Argasidae,Argas,persicus,gonochorous,XY,,,,26,
Parasitiformes,Argasidae,Argas,radiatus,gonochorous,XY,,,,26,
Parasitiformes,Argasidae,Argas,reflexus,gonochorous,XY,,,,26,
Parasitiformes,Argasidae,Argas,sanchezi,gonochorous,XY,,,,26,
Parasitiformes,Argasidae,Argas,tridentatus,gonochorous,XY,,,,26,
Parasitiformes,Argasidae,Argas,vespertilionis,gonochorous,,,,,26,
Parasitiformes,Argasidae,Argas,zumpti,gonochorous,XY,,,,26,
Parasitiformes,Argasidae,Ornithodoros,alactogalis,gonochorous,,,,,33,
Parasitiformes,Argasidae,Ornithodoros,asperus,gonochorous,XY,,,,16,
Parasitiformes,Argasidae,Ornithodoros,capensis,gonochorous,XY,,,,20,
Parasitiformes,Argasidae,Ornithodoros,gurneyi,gonochorous,XY,,,,12,
Parasitiformes,Argasidae,Ornithodoros,lahorensis,gonochorous,,,,,26,
Parasitiformes,Argasidae,Ornithodoros,macmillani,gonochorous,,,,,16,
Parasitiformes,Argasidae,Ornithodoros,moubata,gonochorous,XY,,,,20,
Parasitiformes,Argasidae,Ornithodoros,nereensis,gonochorous,XY,,,,25,
Parasitiformes,Argasidae,Ornithodoros,savignyi,gonochorous,XY,,,,20,
Parasitiformes,Argasidae,Ornithodoros,tartakovskyi,gonochorous,XY,,,,21,
Parasitiformes,Argasidae,Ornithodoros,tholozani,gonochorous,,,,,16,
Parasitiformes,Argasidae,Otobius,lagophilus,gonochorous,,,,,20,
Parasitiformes,Argasidae,Otobius,megnini,gonochorous,,,,,20,
Parasitiformes,Ascidae,Asca,aelhiopica,parthenogenetic,,,,,,
Parasitiformes,Ascidae,Asca,afroaphidioides,parthenogenetic,,,,,,
Parasitiformes,Ascidae,Asca,aphidioides,parthenogenetic,,,,,,
Parasitiformes,Ascidae,Asca,cranela,parthenogenetic,,,,,,
Parasitiformes,Ascidae,Asca,evansi,parthenogenetic,,,,,,
Parasitiformes,Ascidae,Asca,garmani,parthenogenetic,,,,,,
Parasitiformes,Ascidae,Asca,muma,parthenogenetic,,,,,,
Parasitiformes,Ascidae,Asca,piloja,parthenogenetic,,,,,,
Parasitiformes,Ascidae,Asca,quinqueselosa,parthenogenetic,,,,,,
Parasitiformes,Ascidae,Cheiroseius,sp.,parthenogenetic,,,,,,
Parasitiformes,Ascidae,Gamasellodes,bicolor,parthenogenetic,,,,,,
Parasitiformes,Ascidae,Gamasellodes,rectiventris,gonochorous,,,,other,,
Parasitiformes,Ascidae,Gamasellodes,sp.,gonochorous,,,,other,,
Parasitiformes,Ascidae,Gamasellodes,vermivorax,gonochorous,,,,other,,
Parasitiformes,Ascidae,Protogamasellus,brevicornis,parthenogenetic,,,,,,
Parasitiformes,Ascidae,Protogamasellus,hibernicus,parthenogenetic,,,,,,
Parasitiformes,Ascidae,Protogamasellus,massula,parthenogenetic,,,,,,
Parasitiformes,Ascidae,Protogamasellus,mica,parthenogenetic,,,,,,
Parasitiformes,Ascidae,Protogamasellus,sp.,parthenogenetic,,,,,,
Parasitiformes,Ascidae,Rhinoseius,colwelli,gonochorous,,,,other,,
Parasitiformes,Blattisociidae,Blattisocius,patagiorum,gonochorous,,,,other,6,
Parasitiformes,Blattisociidae,Lasioseius,berlesi,parthenogenetic,,,,,,
Parasitiformes,Blattisociidae,Lasioseius,denlalus,parthenogenetic,,,,,,
Parasitiformes,Blattisociidae,Lasioseius,subterraneus,gonochorous,,,,other,,
Parasitiformes,Blattisociidae,Lasioseius,youcefi,parthenogenetic,,,,,,
Parasitiformes,Cercomegistidae ,Cercoleipus,coelonotus,gonochorous,,,,,26,
Parasitiformes,Dermanyssidae,Dermanyssus,gallinae,gonochorous,,,,other,6,
Parasitiformes,Dermanyssidae,Dermanyssus,prognephilus,gonochorous,,,,other,10,
Parasitiformes,Dermanyssidae,Dermanyssus,prognephilus.2,gonochorous,,,,other,6,
Parasitiformes,Dinychidae,Urodiaspis,pannonica,parthenogenetic,,,,,,
Parasitiformes,Dinychidae,Urodiaspis,stammeri,gonochorous,,,,,,
Parasitiformes,Dinychidae,Urodiaspis,tecta,parthenogenetic,,,,,,
Parasitiformes,Discourellidae,Discourella,baloghi,gonochorous,,,,,,
Parasitiformes,Discourellidae,Discourella,modesta,parthenogenetic,,,,,,
Parasitiformes,Eviphididae,Pelelhiphis,berlesei,parthenogenetic,,,,,,
Parasitiformes,Eviphididae,Pelelhiphis,insignis,parthenogenetic,,,,,,
Parasitiformes,Eviphididae,Pelelhiphis,rufeseens,parthenogenetic,,,,,,
Parasitiformes,Halolaelapidae,Leitneria,granulata,parthenogenetic,,,,,,
Parasitiformes,Ixodidae,Amblyomma,americanum,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Amblyomma,cajennense,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Amblyomma,darwini,gonochorous,XY,,,,20,
Parasitiformes,Ixodidae,Amblyomma,dissimile,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Amblyomma,helvolum,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Amblyomma,inornotum,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Amblyomma,limbatum,gonochorous,complex XY,,,,22,
Parasitiformes,Ixodidae,Amblyomma,maculalum,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Amblyomma,moreliae,gonochorous,complex XY,,,,22,
Parasitiformes,Ixodidae,Amblyomma,sp.,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Amblyomma,testudinarium,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Amblyomma,triguttatum,gonochorous,XO,,,,20,
Parasitiformes,Ixodidae,Amblyomma,tubereulalum,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Aponomma,concolor,gonochorous,XO,,,,20,
Parasitiformes,Ixodidae,Aponomma,fimbriatum,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Aponomma,hydrosauri,gonochorous,XO,,,,18,
Parasitiformes,Ixodidae,Aponomma,undatum,gonochorous,XO,,,,20,
Parasitiformes,Ixodidae,Boophilus,annulatus,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Boophilus,micropius,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Dermacentor,albipictus,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Dermacentor,anderson,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Dermacentor,hunteri,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Dermacentor,nitens,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Dermacentor,occidentalis,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Dermacentor,parumapertus,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Dermacentor,silvarum,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Dermacentor,sp.,gonochorous,XO,,,,20,
Parasitiformes,Ixodidae,Dermacentor,sp.2,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Dermacentor,variabilis,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Haemaphysalis,bancrofti,gonochorous,,,,,22,
Parasitiformes,Ixodidae,Haemaphysalis,bispinosa,gonochorous,XO,,,,,
Parasitiformes,Ixodidae,Haemaphysalis,bremneri,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Haemaphysalis,campanulata,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Haemaphysalis,flava,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Haemaphysalis,formosensis,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Haemaphysalis,hystricis,gonochorous,XO,,,,20,
Parasitiformes,Ixodidae,Haemaphysalis,japonica,gonochorous,,,,,22,
Parasitiformes,Ixodidae,Haemaphysalis,kitaokai,gonochorous,XO,,,,20,
Parasitiformes,Ixodidae,Haemaphysalis,lagrangei,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Haemaphysalis,leachii,gonochorous,,,,,16,
Parasitiformes,Ixodidae,Haemaphysalis,leporispalustris,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Haemaphysalis,longicornis,gonochorous,XO,,,,27,
Parasitiformes,Ixodidae,Haemaphysalis,megaspinosa,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Haemaphysalis,pentalagi,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Hyalomma,aegyptium,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Hyalomma,anatolicum,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Hyalomma,anatolicum excavatum,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Hyalomma,asiaticum,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Hyalomma,asiaticum excavatum,gonochorous,,,,,22,
Parasitiformes,Ixodidae,Hyalomma,detritum,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Hyalomma,dromedarii,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Hyalomma,franchinii,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Hyalomma,impeltarum,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Hyalomma,marginatum,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Hyalomma,rhipicephaloides,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Hyalomma,rufipes,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Ixodes,cornuatus,gonochorous,,,,,24,
Parasitiformes,Ixodidae,Ixodes,hexagonus,gonochorous,XO,,,,26,
Parasitiformes,Ixodidae,Ixodes,holocyclus,gonochorous,XO,,,,24,
Parasitiformes,Ixodidae,Ixodes,kingi,gonochorous,XY,,,,26,
Parasitiformes,Ixodidae,Ixodes,laysanensis,gonochorous,XY,,,,28,
Parasitiformes,Ixodidae,Ixodes,nipponensis,gonochorous,,,,,28,
Parasitiformes,Ixodidae,Ixodes,ricinus,gonochorous,XY,,,,28,
Parasitiformes,Ixodidae,Ixodes,tasmani,gonochorous,,,,,24,
Parasitiformes,Ixodidae,Rhipicephalus,bursa,gonochorous,,,,,24,
Parasitiformes,Ixodidae,Rhipicephalus,evertsi,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Rhipicephalus,sanguineus,gonochorous,XO,,,,22,
Parasitiformes,Ixodidae,Rhipicephalus,secundus,gonochorous,XO,,,,22,
Parasitiformes,Laelapidae,Androlaelaps,casalis,gonochorous,,,,other,14,
Parasitiformes,Laelapidae,Cosmolaelaps,vacua,parthenogenetic,,,,,,
Parasitiformes,Laelapidae,Dicrocheles,phalaenodectes,gonochorous,,,,paternal genome elimination,6,
Parasitiformes,Laelapidae,Euandrolaelaps,sp.,gonochorous,,,,other,,
Parasitiformes,Laelapidae,Eulaelaps,shanghaiensis,gonochorous,,,,other,16,
Parasitiformes,Laelapidae,Geolaelaps,aculeifer,gonochorous,,,,other,18,
Parasitiformes,Laelapidae,Geolaelaps,oreithyiae,parthenogenetic,,,,,,
Parasitiformes,Laelapidae,Geolaelaps,sp.1,gonochorous,,,,other,,
Parasitiformes,Laelapidae,Geolaelaps,sp.2,gonochorous,,,,other,,
Parasitiformes,Laelapidae,Haemogamasus,centrocarpus,gonochorous,,,,other,,
Parasitiformes,Laelapidae,Haemogamasus,longipes,gonochorous,,,,other,,
Parasitiformes,Laelapidae,Hypoaspis,lubrica,gonochorous,,,,other,14,
Parasitiformes,Laelapidae,Laelaspis,sp.,gonochorous,,,,other,,
Parasitiformes,Laelapidae,Stratiolaelaps,miles,gonochorous,,,,other,14,
Parasitiformes,Laelapidae,Varroa,destructor,gonochorous,,,,paternal genome elimination,,
Parasitiformes,Laelapidae,Varroa,jacobsoni,gonochorous,,,,paternal genome elimination,14,
Parasitiformes,Laelapidae ,Cosmolaelaps,gurabensis,gonochorous,,,,other,12,
Parasitiformes,Laelapidae ,Cosmolaelaps,sp.1,gonochorous,,,,other,,
Parasitiformes,Laelapidae ,Cosmolaelaps,sp.2,gonochorous,,,,other,,
Parasitiformes,Laelapidae ,Cosmolaelaps,vacua,parthenogenetic,,,,,,
Parasitiformes,Laelapidae ,Pseudoparasitus,sp.,gonochorous,,,,other,,
Parasitiformes,Macrochelidae,Areolaspis,bifoliatus,gonochorous,,,,other,10,
Parasitiformes,Macrochelidae,Areolaspis,sp.,gonochorous,,,,other,,
Parasitiformes,Macrochelidae,Geholaspis,alpinus,parthenogenetic,,,,,,
Parasitiformes,Macrochelidae,Geholaspis,berlesei,parthenogenetic,,,,,,
Parasitiformes,Macrochelidae,Geholaspis,longispinosus,parthenogenetic,,,,,,
Parasitiformes,Macrochelidae,Geholaspis,longulus,parthenogenetic,,,,,,
Parasitiformes,Macrochelidae,Geholaspis,mandibularis,parthenogenetic,,,,,,
Parasitiformes,Macrochelidae,Geholaspis,pauperior,parthenogenetic,,,,,,
Parasitiformes,Macrochelidae,Glyptholaspis,americana,gonochorous,,,,other,,
Parasitiformes,Macrochelidae,Glyptholaspis,confusa,gonochorous,,,,other,,
Parasitiformes,Macrochelidae,Glyptholaspis,fimicola,gonochorous,,,,other,,
Parasitiformes,Macrochelidae,Glyptholaspis,pontina,gonochorous,,,,other,,
Parasitiformes,Macrochelidae,Holostaspella,sp.,gonochorous,,,,other,,
Parasitiformes,Macrochelidae,Macrocheles,lerreus,parthenogenetic,,,,,,
Parasitiformes,Macrochelidae,Macrocheles,penicilliger,parthenogenetic,,,,,,
Parasitiformes,Macrochelidae,Macrocheles,peniculalus,parthenogenetic,,,,,,
Parasitiformes,Macrochelidae,Macrocheles,similis,parthenogenetic,,,,,,
Parasitiformes,Macrochelidae ,Macrocheles,boudreauxi,gonochorous,,,,other,10,
Parasitiformes,Macrochelidae ,Macrocheles,glaber,gonochorous,,,,other,,
Parasitiformes,Macrochelidae ,Macrocheles,insignitus,gonochorous,,,,other,,
Parasitiformes,Macrochelidae ,Macrocheles,mammifer,gonochorous,,,,other,,
Parasitiformes,Macrochelidae ,Macrocheles,matrius,gonochorous,,,,other,,
Parasitiformes,Macrochelidae ,Macrocheles,merdarius,gonochorous,,,,other,,
Parasitiformes,Macrochelidae ,Macrocheles,muscadomesticae,gonochorous,,,,other,10,
Parasitiformes,Macrochelidae ,Macrocheles,parapisentii,gonochorous,,,,other,,
Parasitiformes,Macrochelidae ,Macrocheles,peregrinus,gonochorous,,,,other,,
Parasitiformes,Macrochelidae ,Macrocheles,perglaber,gonochorous,,,,other,,
Parasitiformes,Macrochelidae ,Macrocheles,pisentii,gonochorous,,,,other,10,
Parasitiformes,Macrochelidae ,Macrocheles,robustulus,gonochorous,,,,other,,
Parasitiformes,Macrochelidae ,Macrocheles,rodriguezi,gonochorous,,,,other,,
Parasitiformes,Macrochelidae ,Macrocheles,schaeferi,gonochorous,,,,other,,
Parasitiformes,Macrochelidae ,Macrocheles,scutatus,gonochorous,,,,other,,
Parasitiformes,Macrochelidae ,Macrocheles,sp.,gonochorous,,,,other,,
Parasitiformes,Macrochelidae ,Macrocheles,subbadius,gonochorous,,,,other,,
Parasitiformes,Macrochelidae ,Macrocheles,vernalis,gonochorous,,,,other,10,
Parasitiformes,Macronyssidae,Ophionyssus,bacoti,gonochorous,,,,other,16,
Parasitiformes,Macronyssidae,Ophionyssus,natricis,gonochorous,,,,other,18,
Parasitiformes,Macronyssidae,Ophionyssus,sylviarum,gonochorous,,,,other,18,
Parasitiformes,Macronyssidae,Ornithonyssus,bacoti,gonochorous,,,,other,16,
Parasitiformes,Macronyssidae,Ornithonyssus,natrids,gonochorous,,,,other,18,
Parasitiformes,Macronyssidae,Ornithonyssus,silviarum,gonochorous,,,,other,18,
Parasitiformes,Melicharidae,Proctolaelaps,krimsei,gonochorous,,,,other,,
Parasitiformes,Melicharidae,Proctolaelaps,longipilis,gonochorous,,,,other,,
Parasitiformes,Nenteriidae,Nenteria,breviunguiculata,gonochorous,,,,,,
Parasitiformes,Nenteriidae,Nenteria,stylifera,parthenogenetic,,,,,,
Parasitiformes,Ologamasidae,Gamasellus,vibrissae,parthenogenetic,,,,,,
Parasitiformes,Oplitidae,Oplitis,alophora,gonochorous,,,,,,
Parasitiformes,Oplitidae,Oplitis,franzi,gonochorous,,,,,,
Parasitiformes,Oplitidae,Oplitis,wasmanni,gonochorous,,,,,,
Parasitiformes,Oplitidae,Uroplitella,conspicua,parthenogenetic,,,,,,
Parasitiformes,Oplitidae,Uroplitella,paradoxa,gonochorous,,,,,,
Parasitiformes,Parasitidae,Amblygamasus,septentrionalis,gonochorous,,,,,12,
Parasitiformes,Parasitidae,Pergamasus,brevicornis,gonochorous,,,,,12,
Parasitiformes,Parasitidae ,Eugamasus,kraepelini,gonochorous,,,,,12,
Parasitiformes,Parasitidae ,Eugamasus,magnus,gonochorous,,,,,10,
Parasitiformes,Parasitidae ,Phorytocarpais,hyalinus,parthenogenetic,,,,,,
Parasitiformes,Phytoseiidae,Amblyseius,aberrans,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Amblyseius,agrestris,parthenogenetic,,,,,,
Parasitiformes,Phytoseiidae,Amblyseius,barkeri,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Amblyseius,bibens,gonochorous,,,,paternal genome elimination,8,
Parasitiformes,Phytoseiidae,Amblyseius,brevipes,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Amblyseius,chiapensis,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Amblyseius,chilensis,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Amblyseius,cucumeris,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Amblyseius,deleoni,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Amblyseius,deleoni.2,parthenogenetic,,,,,,
Parasitiformes,Phytoseiidae,Amblyseius,herbarius,parthenogenetic,,,,,,
Parasitiformes,Phytoseiidae,Amblyseius,hibisci,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Amblyseius,judaicus,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Amblyseius,largoensis,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Amblyseius,masiaka,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Amblyseius,messor,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Amblyseius,parasundi,parthenogenetic,,,,,,
Parasitiformes,Phytoseiidae,Amblyseius,rotundus,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Amblyseius,rubini,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Amblyseius,salish,parthenogenetic,,,,,,
Parasitiformes,Phytoseiidae,Amblyseius,sp.,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Amblyseius,swirskii,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Amblyseius,vazimba,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Clavidromus,jackmickleyi,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Euseius,hibisci,gonochorous,,,,paternal genome elimination,,
Parasitiformes,Phytoseiidae,Euseius,quetzali,gonochorous,,,,paternal genome elimination,,
Parasitiformes,Phytoseiidae,Iphiseius,degenerans,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Metaseiulus,occidentalis,gonochorous,,,,paternal genome elimination,6,
Parasitiformes,Phytoseiidae,Neoseiulus,californicus,gonochorous,,,,paternal genome elimination,,
Parasitiformes,Phytoseiidae,Neoseiulus,setulus,parthenogenetic,,,,,,
Parasitiformes,Phytoseiidae,Paragignathus,tamaricis,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Phytoseiulus,persimilis,gonochorous,,,,paternal genome elimination,8,
Parasitiformes,Phytoseiidae,Phytoseius,amba,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Phytoseius,finitimus,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Phytoseius,sp.1,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Phytoseius,sp.2,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Seiulus,isolrichus,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Typhlodromus,athiasae,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Typhlodromus,caudiglans,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Typhlodromus,chazeaui,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Typhlodromus,contiguus,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Typhlodromus,drori,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Typhlodromus,fallacis,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Typhlodromus,guatemalensis,parthenogenetic,,,,,,
Parasitiformes,Phytoseiidae,Typhlodromus,gutierrezi,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Typhlodromus,phialatus,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Typhlodromus,porathi,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Typhlodromus,pyri,gonochorous,,,,paternal genome elimination,,
Parasitiformes,Phytoseiidae,Typhlodromus,rhenanus,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Typhlodromus,sp.,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Typhlodromus,stemlichti,gonochorous,,,,other,8,
Parasitiformes,Phytoseiidae,Typhlodromus,transvaalensis,parthenogenetic,,,,,,
Parasitiformes,Podocinidae,Podocinum,pacificum,parthenogenetic,,,,,10,
Parasitiformes,Podocinidae,Podocinum,sagax,gonochorous,,,,other,10,
Parasitiformes,Polyaspidae,Polyaspis,sansonei,gonochorous,,,,,,
Parasitiformes,Polyaspididae,Apionoseius,infirmus,gonochorous,,,,,,
Parasitiformes,Polyaspidoidea,Uroseius,hunzikeri,gonochorous,,,,,,
Parasitiformes,Rhodacaridae,Rhodacarellus,silesiacus,parthenogenetic,,,,,,
Parasitiformes,Rhodacaridae,Rhodacarus,denticulatus,parthenogenetic,,,,,,
Parasitiformes,Trachytidae,Polyaspinus,cylindricus,parthenogenetic,,,,,,
Parasitiformes,Trachytidae,Polyaspinus,patavinus,gonochorous,,,,,,
Parasitiformes,Trachytidae,Trachytes,aegrota,parthenogenetic,,,,,,
Parasitiformes,Trachytidae,Trachytes,irenae,gonochorous,,,,,,
Parasitiformes,Trachytidae,Trachytes,lamda,parthenogenetic,,,,,,
Parasitiformes,Trachytidae,Trachytes,minima,gonochorous,,,,,,
Parasitiformes,Trachytidae,Trachytes,montana,parthenogenetic,,,,,,
Parasitiformes,Trachytidae,Trachytes,pauperior,parthenogenetic,,,,,,
Parasitiformes,Trachytidae,Trachytes,pi,parthenogenetic,,,,,,
Parasitiformes,Trachyuropodidae,Trachyuropoda,coccinea,gonochorous,,,,,,
Parasitiformes,Trachyuropodidae,Trachyuropoda,pulchella,parthenogenetic,,,,,,
Parasitiformes,Trachyuropodidae,Trachyuropoda,pyriformis,gonochorous,,,,,,
Parasitiformes,Trematuridae,Leiodinychus,orbicularis,gonochorous,,,,,,
Parasitiformes,Trematuridae,Oodinychus,karawaiewi,gonochorous,,,,,,
Parasitiformes,Trematuridae,Oodinychus,obscurasimilis,gonochorous,,,,,,
Parasitiformes,Trematuridae,Oodinychus,ovalis,gonochorous,,,,,,
Parasitiformes,Trematuridae,Oodinychus,spatulifera,gonochorous,,,,,,
Parasitiformes,Trematuridae,Trematurella,elegans,gonochorous,,,,,,
Parasitiformes,Trematuridae,Trichouropoda,schweizeri,gonochorous,,,,,,
Parasitiformes,Trematuridae,Trichouropoda,sociata,gonochorous,,,,,,
Parasitiformes,Urodinychidae,Fuscouropoda,appendiculata,gonochorous,,,,,,
Parasitiformes,Urodinychidae,Phaulodiaspis,borealis,gonochorous,,,,,,
Parasitiformes,Urodinychidae,Phaulodiaspis,rackei,gonochorous,,,,,,
Parasitiformes,Urodinychidae,Uroobovella,advena,gonochorous,,,,,,
Parasitiformes,Urodinychidae,Uroobovella,arcuatus,gonochorous,,,,,,
Parasitiformes,Urodinychidae,Uroobovella,cordieri,gonochorous,,,,,,
Parasitiformes,Urodinychidae,Uroobovella,fracta ,gonochorous,,,,,,
Parasitiformes,Urodinychidae,Uroobovella,inermis,gonochorous,,,,,,
Parasitiformes,Urodinychidae,Uroobovella,obovata,gonochorous,,,,,,
