clade,species,haploid_number,citation
Passeriformes,Acridotheres tristis,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Acrocephalus arundinaceus,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Aegithalos caudatus,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Aegithina tiphia,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Catherpes mexicanus,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Dendrocitta vagabunda,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Emberiza rutila,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Emberiza spodocephala,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Ficedula mugimaki,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Ficedula narcissina,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Ficedula parva,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Glyphorynchus spirurus,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Helopsaltes fasciolatus,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Hirundo rustica,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Icteria virens,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Iduna caligata,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Isleria hauxwelli,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Larvivora sibilans,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Leiothlypis ruficapilla,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Leiothlypis virginiae,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Locustella lanceolata,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Molothrus ater,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Motacilla maderaspatensis,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Muscicapa striata,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Myiodynastes maculatus,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Nengetus cinereus,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Pericrocotus divaricatus,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Periparus venustulus,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Peucedramus taeniatus,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Phylloscopus proregulus,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Pitangus sulphuratus,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Riparia riparia,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Salpinctes obsoletus,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Saxicola torquatus,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Setophaga petechia,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Sirystes sibilator,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Sitta europaea,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Sittiparus varius,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Spodiopsar cineraceus,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Stelgidopteryx ruficollis,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Terpsiphone paradisi,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Turdus hortulorum,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Turdus pilaris,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Vireo flavifrons,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Vireo gilvus,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Vireo solitarius,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Willisornis vidua,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Zoothera dauma,40,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Acrocephalus bistrigiceps,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Anthus hodgsoni,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Anthus novaeseelandiae,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Anthus rufulus,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Cantorchilus leucotis,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Cecropis daurica,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Cinclus pallasii,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Conopophaga lineata,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Elaenia parvirostris,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Enicurus leschenaulti,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Garrulax canorus,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Grallina cyanoleuca,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Hippolais languida,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Horornis diphone,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Knipolegus cyanirostris,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Larvivora akahige,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Locustella thoracica,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Motacilla alba,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Motacilla cinerea,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Motacilla flava,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Motacilla grandis,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Muscicapa sibirica,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Myiozetetes similis,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Phylloscopus affinis,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Phylloscopus borealis,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Phylloscopus fuscatus,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Phylloscopus inornatus,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Phylloscopus schwarzi,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Phylloscopus tenellipes,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Phylloscopus trochiloides,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Piranga flava,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Piranga rubra,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Prunella montanella,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Regulus regulus,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Setophaga coronata,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Tarsiger cyanurus,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Trochalopteron formosum,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Tyrannus melancholicus,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
Passeriformes,Tyrannus savana,39,"Alfieri, J., Bolwerk, K., & Blackmon, H., 2024. From Micro to Macro: Avian Chromosome Evolution is Dominated by Natural Selection. bioRxiv https://doi.org/10.1101/2024.11.29.626112"
