Family,Subfamily,Tribe,Genus,Species,Submetacentric,Metacentric,Subtelocentric,Telocentric,Subacrocentric,Acrocentric,Dot,Sex,HaploidNum,SCS,Notes,Reference
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium croxtoni,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Zimring, R. 1953. A comparative study of the salivary gland chromosomes of five related black fly species. M.A. thesis. University of Toronto, Toronto. 32 pp. + 13 plates.; Dunbar, R.W. 1962. Cytotaxonomic studies in Simuliidae. PhD. Thesis. University of Toronto, Toronto. 101pp.; Hunter, F.F. & V. Connolly. 1986. A cytotaxonomic investigation of seven species in the Eusimulium vernum group (Diptera: Simuliidae). Canadian Journal of Zoology 64:296-311.; Hunter, F.F. 1987. A cytotaxonomic study of sepcies in the Simulium vernum group (Diptera: Simuliidae). M.S. thesis. University of Toronto, Toronto. 181 pp."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium currieri,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Adler, P.H. & D.M. Wood. 1991. A new North American species of Simulium (Hellichiella) (Diptera: Simuliidae). Canadian Journal of Zoology 69:2867-2872."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium decimatum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Shields, G.F. 1990. Interchange chromosomes in Simulium nigricoxum Stone Diptera: Simuliidae. Genome 33:683-685."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium decorum,,,,,,,,,3,XY,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Zimring, R. 1953. A comparative study of the salivary gland chromosomes of five related black fly species. M.A. thesis. University of Toronto, Toronto. 32 pp. + 13 plates.; Rothfels, K.H., R. Feraday, & A. Kaneps. 1978. A cytological description of sibling species of Simulium venustum and S. verecundum with standard maps for the subgneus SImulium Davies [sic] (Diptera). Canadian Journal of Zoology 56:1110-1128.; Rothfels, K.H. 1979. Cytotaxonomy of black flies (Simuliidae). Annual Review of Entomology 24:507-539; Rothfels, K.H. 1981. Cytotaxonomy: principles and their application to some northern species-complexes in Simulium. Pp. 19-29. In M. Laird (ed.), Blackflies: the future for biological methods in integrated control. Academic Press, New York. 399 pp.; Rothfels, K.H. 1989. Speciation in black flies. Genome 32:500-509; Feraday, R.M. 1984. Weak male-determining genes and female heterogamety in Chironomus tentans. Canadian Journal of Zoology 26:748-751.; Feraday, R.M. & K.G. Leonhardt. 1989. Absence of population structure in black flies as revealed by enzyme electrophoresis. Genome 32:531-537.; Adler, P.H. & E.A. Kachvorian. 2001. Cytogenetics of the Holarctic black fly Simulium noelleri (Diptera: SImuliidae). Canadian Journal of Zoology 79:1972-1979."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium definitum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Moulton, J.K. & P.H. Adler. 1995. Revision of the Simulium jenningsi species-group (Diptera: Simuliidae). Transactions of the American Entomological Society 121:1-57."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium defoliarti,,,,,,,,,3,XY,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium dixiense,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Moulton, J.K. & P.H. Adler. 1995. Revision of the Simulium jenningsi species-group (Diptera: Simuliidae). Transactions of the American Entomological Society 121:1-57."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium donovani,,,,,,,,,2,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Dunbar, R.W. 1958. The salivary gland chromosomes of seven forms of black flies included in Eusimulium aureum Fries. M.A. thesis. University of Toronto, Toronto. 53 pp.; Dunbar, R.W. 1959. The salivary gland chromosomes of seven forms of black flies included in Eusimulium aureum Fries. Canadian Journal of Zoology 37:495-525.; Dunbar, R.W. 1965. Chromosome inversions as blocks to genetic exchange leading to sympatric speciation in black flies (Simuliidae: Diptera). Proceedings of the Twelfth International Congress of Entomology, London (1964):268-269.; Leonhardt, K.G. 1985. A cytological study of species in the Eusimulium aureum group (Diptera: Simuliidae). Canadian Journal of Zoology 63:2043-2061.; Leonhardt, K.G. 1987. A cytological study of species in the Eusimulium aureum group with comparisons to E. vernum and E. ruficorne (Diptera: Simuliidae). M.S. thesis. University of Toronto, Toronto. 104 pp.; Leonhardt, K.G. & R.M. Feraday. 1989. Sex chromosome evolution and population differentiation in the Eusimulium aureum group of black flies. Genome 32:543-549."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium emarginatum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Dunbar, R.W. 1962. Cytotaxonomic studies in Simuliidae. PhD. Thesis. University of Toronto, Toronto. 101pp.; Golini, V.I. & K.H. Rothfels. 1984. The polytene chromosomes of North American blackflies in the Eusimulium canonicolum group (Diptera: Simuliidae). Canadian Journal of Zoology 62:2097-2109."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium excisum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Dunbar, R.W. 1962. Cytotaxonomic studies in Simuliidae. PhD. Thesis. University of Toronto, Toronto. 101pp.; Dunbar, R.W. 1967. The salivary gland chromosomes of six closely related black flies near Eusimulium congareenarum (Diptera: Simuliidae). Canadian Journal of Zoology 45: 377-396.; Rothfels, K.H. & V.I. Golini. 1983. The polytene chromosomes of species of Eusimulium (Hellichiella) (Diptera: Simuliidae). Canadian Journal of Zoology 61:2612-2617."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium exulatum,,,,,,,,,2,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Dunbar, R.W. 1958. The salivary gland chromosomes of seven forms of black flies included in Eusimulium aureum Fries. M.A. thesis. University of Toronto, Toronto. 53 pp.; Dunbar, R.W. 1958. The salivary gland chromosomes of two siblings species of black flies included in Eusimulium aureum Fries. Canadian Journal of Zoology 36:23-44.; Dunbar, R.W. 1959. The salivary gland chromosomes of seven forms of black flies included in Eusimulium aureum Fries. Canadian Journal of Zoology 37:495-525.; Dunbar, R.W. 1962. Cytotaxonomic studies in Simuliidae. PhD. Thesis. University of Toronto, Toronto. 101pp.; Dunbar, R.W. 1965. Chromosome inversions as blocks to genetic exchange leading to sympatric speciation in black flies (Simuliidae: Diptera). Proceedings of the Twelfth International Congress of Entomology, London (1964):268-269.; Rothfels K.H. & G.F. Mason. 1975. Achiasmate meiosis and cetnromere shift in Eusimulium aureum (Diptera-Simuliidae). Chromosoma 51:111-124.; Leonhardt, K.G. 1985. A cytological study of species in the Eusimulium aureum group (Diptera: Simuliidae). Canadian Journal of Zoology 63:2043-2061.; Leonhardt, K.G. 1987. A cytological study of species in the Eusimulium aureum group with comparisons to E. vernum and E. ruficorne (Diptera: Simuliidae). M.S. thesis. University of Toronto, Toronto. 104 pp.; Leonhardt, K.G. & R.M. Feraday. 1989. Sex chromosome evolution and population differentiation in the Eusimulium aureum group of black flies. Genome 32:543-549."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium fibrinflatum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Rothfels, K.H. 1979. Cytotaxonomy of black flies (Simuliidae). Annual Review of Entomology 24:507-539; Gordon, A.E. 1984. The cytotaxonomy of three species in the jenningsi group of the subgenus Simulium (Diptera: Simuliidae) in New York State. Canadian Journal of Zoology 62-347-354.; Al-Amari, O.M. 1988. A Cytological study of four species in the Simulium jenningsi group (Diptera: Simuliidae) in the state of West Virginia. Ph.D. thesis. West Virginia University, Morgantown. 210pp.; Moulton, J.K. & P.H. Adler. 1995. Revision of the Simulium jenningsi species-group (Diptera: Simuliidae). Transactions of the American Entomological Society 121:1-57."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium fionae,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Brockhouse, C.L. 1984. Sibling species and sex chromosomes in Eusimulium vernum (Diptera: Simuliidae). M.S. thesis. University of Toronto, Toronto. 94pp.; Brockhouse, C.L. 1985. Sibling species and sex chromosomes in Eusimulium vernum (Diptera: Simuliidae). Canadian Journal of Zoology 63: 2145-2161.; Hunter, F.F. & V. Connolly. 1986. A cytotaxonomic investigation of seven species in the Eusimulium vernum group (Diptera: Simuliidae). Canadian Journal of Zoology 64:296-311.; Hunter, F.F. 1987. A cytotaxonomic study of species in the Simulium vernum group (Diptera: Simuliidae). M.S. thesis. University of Toronto, Toronto. 181 pp.; Adler, P.H. 1990. Two new speies of black flies (Diptera: Simuliidae) from North America. Proceedings of the Entomological Society of Washington 92:431-443."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium fontinale,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Brockhouse, C.L. 1984. Sibling species and sex chromosomes in Eusimulium vernum (Diptera: Simuliidae). M.S. thesis. University of Toronto, Toronto. 94pp.; Brockhouse, C.L. 1985. Sibling species and sex chromosomes in Eusimulium vernum (Diptera: Simuliidae). Canadian Journal of Zoology 63: 2145-2161.; Choate, L.A. 1984. A cytological description of Eusimulium vernum, E. X, and the E. pugetense complex (Diptera: Simuliidae) in Alaska. M.S. thesis. Uniersity of Alaska, Fairbanks. 122pp.; Adler, P.H. & D.C. Currie. 1986. Taxonomic resolution of three new species near Simulium vernum Macquart (Diptera: Simuliidae). Canadian Entomologist 118:1207-1220.; Allison, L.A. & G.F. Shields. 1989. A cytological description of Eusimulium vernum, E. decolletum, and the E. pugetense complex (Diptera: Simuliidae) in Alaska. Genome 32:550-558."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium freemani,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium furculatum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Hunter, F.F. 1987. A cytotaxonomic study of sepcies in the Simulium vernum group (Diptera: Simuliidae). M.S. thesis. University of Toronto, Toronto. 181 pp.; 1989"
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium giganteum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Petrova, N.A., I.A. Rubtsov, & L.A. Chubareva. 1971. On the position of Simulium (Schonbaueria) gigantea Rubz. In the classifiatino of black flies (morphological and karyological characters in the systematics). Parazitologiya 5:40-50.; Chubareva, L.A., I.A. Rubtsov, & N.A. Petrova. 1976. Morphological and karyological similarities and differences between Palearctic and Neotropical species of the genus Hemicnetha End. (Diptera, Simuliidae). Entomologischeskoe Obozrenie 55:452-457."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium gouldingi,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Dunbar, R.W. 1962. Cytotaxonomic studies in Simuliidae. PhD. Thesis. University of Toronto, Toronto. 101pp.; Hunter, F.F. & V. Connolly. 1986. A cytotaxonomic investigation of seven species in theEusimulium vernum group (Diptera: Simuliidae). Canadian Journal of Zoology 64:296-311.; Hunter, F.F. 1987. A cytotaxonomic study of species in the Simulium vernum group (Diptera: Simuliidae). M.S. thesis. University of Toronto, Toronto. 181 pp."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium haysi,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Moulton, J.K. & P.H. Adler. 1995. Revision of the Simulium jenningsi species-group (Diptera: Simuliidae). Transactions of the American Entomological Society 121:1-57."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium hematophilum,,,,,,,,,3,XY,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Rothfels, K.H., R. Feraday, & A. Kaneps. 1978. A cytological description of sibling species of Simulium venustum and S. verecundum with standard maps for the subgneus SImulium Davies [sic] (Diptera). Canadian Journal of Zoology 56:1110-1128.; Rothfels, J.H. 1980. Chromosomal variability and speciation in blackflies. Pp. 207-224. In R.L. Blackman, G.M. Hewitt, & M. Ashburner (eds.), Insect cytogenetics. Symposium of the Royal Entomological Society of London, no. 10. Blackwell Scientific, Oxford, U.K. 278 pp.; Rothfels, K.H. 1981. Cytotaxonomy: principles and their application to some northern species-complexes in Simulium. Pp. 19-29. In M. Laird (ed.), Blackflies: the future for biological methods in integrated control. Academic Press, New York. 399 pp.; Adler, P.H. & K.C. Kim. 1986. The black flies of Pennsylvania (Simuliidae, Diptera): bionomics, taxonomy, and distribution. Pennsylvania State University Agricultural Experiment Station Bulletin 856:1-88.; McCreadie, J.W. 1991. Ecological characterization of cytotypes of the Simulium venustum/verecundum complex (Diptera: Simuliidae) found on the Avalon Peninsula, Newfoundland. Ph.D. thesis. Memorial University of Newfoundland, St.John's. 347 pp.; McCreadie, J.W., P.H. Adler, & M.H. Colbo. 1994. Cytogenetics of the Simulium vdnustum/verecundum complex (Diptera: Simuliidae) on the Avalon Peninsula, Newfoundland. Canadian Entomologist 126:23-30."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium hunteri,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.'"
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium impar,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Hunter, F.F. & V. Connolly. 1986. A cytotaxonomic investigation of seven species in the Eusimulium vernum group (Diptera: Simuliidae). Canadian Journal of Zoology 64:296-311.; Hunter, F.F. 1987. A cytotaxonomic study of species in the Simulium vernum group (Diptera: Simuliidae). M.S. thesis. University of Toronto, Toronto. 181 pp."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium incognitum,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Adler, P.H. 1986. Ecology and cytology of some Alberta black flies (Diptera: Simuliidae). Quaestiones Entomologicae 22:1-18.; Adler, P.H. &  P.G. Mason. 1997. Black flies (Diptera: Simuliidae) of east-central Saskatchewan, with description of a new species and implications for pest management. Canadian Entomologist 129:81-91."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium infernale,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium innocens,,,,,,,,,3,XY,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Dunbar, R.W. 1962. Cytotaxonomic studies in Simuliidae. PhD. Thesis. University of Toronto, Toronto. 101pp.; Dunbar, R.W. 1967. The salivary gland chromosomes of six closely related black flies near Eusimulium congareenarum (Diptera: Simuliidae). Canadian Journal of Zoology 45: 377-396.; Golini, V.I. 1982. Cytology, taxonomy and ecology of species in the genus Hellichiella (Diptera: Simuliidae). Ph.D. thesis. McMaster University, Hamilton, Ontario. 230pp.; Rothfels, K.H. & V.I. Golini. 1983. The polytene chromosomes of species of Eusimulium (Hellichiella) (Diptera: Simuliidae). Canadian Journal of Zoology 61:2612-2617."
Simuliidae,Simuliinae,Simuliini,Simulium,Simulium innoxium,,,,,,,,,3,,,"Adler, P.H., D.C. Currie, D.M Wood. 2004. The black flies of North America. Cornell University Press.; Bedo, D.G. 1973. Sibling species and sex chromosomes in black flies of the Simulium pictipes group (Diptera: Simuliidae). M.S. thesis. University of Toronto, Toronto. 72 pp.; Bedo, D.G. 1975. Polytene chromosomes of three species of blackflies in the Simulium pictipes group (Diptera: Simuliidae). Canadian Journal of Zoology 53: 1147-1164.; Dechene, R.M. 1973. A study of the chromosomes of three populations of Simulium pictipes Hagen (Diptera: Simuliidae) in Tompkins County, New York. M.S. Thesis. Cornell University, Ithaca, N.Y. 38pp."
