Genus,Subgenus,Species,R,V,J,D,HaploidNum,Arms,X,Y,Sex,Notes,Ref.
Drosophila,Sophophora,Drosophila rubifrons,5,,1,,6,7,,,,,"Clayton, F.E. and Ward, C.L., (1954).  ""Chromosomal Studies of Several Species of Drosophilidae"" in Patterson, J.T. Studies in the Genetics of Drosophila V.III Articles on Genetics, Taxonomy, Cytology, and Radiation. University of Texas Publ. pp 98-142., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila rubra,2,1,,1,4,5,R,J,XY,X is a rod; Y is j-shaped,"Clyde, M. (1980).  The chromosomes of Drosophila rubra Sturtevant.  Drosophila inf. Serv. 55, 24-25., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila rufa,,,,,4,0,,R,XY,"from page 183, karyotype C","Kikkawa, H., 1938. Drosophila species of Japan and its adjacent localities. Jap J Zool, 7, pp.507-555., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila rufa,,,,,4,0,,J,XY,"From page 184, karyotype D1","Baimai, V., 1980. Metaphase karyotypes of certain species of the Drosophila montium subgroup. The Japanese Journal of Genetics, 55(3), pp.165-175., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila rufa,,2,1,1,4,7,J,J,XY,x and y chromosomes are j-shaped,"Baimai, V., 1980. Metaphase karyotypes of certain species of the Drosophila montium subgroup.The Japanese Journal of Genetics,55(3), pp.165-175., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila rufa,1,2,,1,4,6,R,R/J,XY,"X is rod-shaped, Y may be small rod or J","Ward, C.L. 1949. Karyotype variation in Drosophila. U.T.P., 4920, 70-79., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Scaptodrosophila,Drosophila rufifrons,,4,,,4,8,V,V,XY,"reported as nitens; X and Y are small, V-shaped","Buzzati-Traverso, A., 1943  Morfologia, citologia e biologia di duo nuovo specie di Drosophila (Diptera Acalyptera:  Drosophila nitens n. sp., Drosophila tigrina n. sp.).  Reale Istit. Lombardo Sci. Lett. Estrat. Rend. Cl. Sci. 77:1-13., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Hawaiian,Drosophila s. bilimbata,2,1,,1,4,5,R,R,XY,,"Wilson, F.D., Wheeler, M.R., Harget M., and Kambysellis, M., 1969. Cytogenetic relations in the Drosophila nasuta subgroup of the immigrans group of species.Univ. Texas Publ,6918(95), p.207-255."
Drosophila,Sophophora,Drosophila saltans,1,2,,1,4,6,,,,,"Metz, C.W., 1916. Chromosome studies on the Diptera. III. Additional types of chromosome groups in the Drosophilidae. The American Naturalist, 50(598), pp.587-599., Wharton, L.T., 1943 An analysis of the metaphase and salivary chromosome morphology within the genus Drosophila. Univ. Texas Publ. 4312:282-319., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Sophophora,Drosophila saltans,1,2,,,3,5,,,,reported as sellata,"Sturtevant 1942, Wharton, L.T., 1943. An analysis of the metaphase and salivary chromosome morphology within the genus Drosophila. Univ. Texas Publ., 4313, pp.282-319., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Sophophora,Drosophila saltans,1,1,1,,3,5,,,,,"Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-324., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Sophophora,Drosophila sechellia,,,,,4,0,,J,XY,from page 182,"Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila seguyi,,,,,4,0,,J,XY,"page 183, karyotype C","Burla, H., 1954. Distinction between four species of the"" melanogaster"" group"" Drosophila seguyi"", D. montium"" D. kikkawai"" sp n. and"" D. auraria""(Drosophilidae Diptera). Rev. Brazil. Biol., 14, pp.41-54., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila seguyi,,,,,4,0,,J,XY,"page 183, karyotype C1","Baimai, V., 1980. Metaphase karyotypes of certain species of the Drosophila montium subgroup. The Japanese Journal of Genetics, 55(3), pp.165-175., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila seguyi,,2,1,1,4,7,J,J,XY,x and y chromosomes are j-shaped,"Baimai, V., 1980. Metaphase karyotypes of certain species of the Drosophila montium subgroup.The Japanese Journal of Genetics,55(3), pp.165-175., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Hawaiian,Drosophila sejuncta,5,,,1,6,6,,,,,"Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-101., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Sophophora,Drosophila sellata,1,1,1,,3,5,,,,,"Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-325"
Drosophila,Sophophora,Drosophila septentriosaltans,1,2,,,3,5,,,,,"Magalhaes, L.E., 1962 Notes on the taxonomy, morphology, and distribution of the saltans group of Drosophila, with descriptions of four new species.  Stud. Genet. II Univ. Texas Publ. 6205:  135-154., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila serenensis,5,,,1,6,6,,,,,"Brncic, D., 1957  Las especies chilenas de Drosophilidae. Col. Monografias Biol., Univ. Chile, Santiago (Chile) 8:1-136., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Drosophila,Drosophila serido,5,,,1,6,6,,,,Y is submetacentric,"Wasserman, M. and Koepfer, H.R., 1979. Cytogenetics of the South American Drosophila mulleri complex: the martensis cluster. More interspecific sharing of inversions. Genetics, 93(4), pp.935-946., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Drosophila,Drosophila serido,5,,,1,6,6,,,,Y is metacentric,"Ruiz, A., Fontdevila, A. and Wasserman, M., 1982. The evolutionary history of Drosophila buzzatii. III. Cytogenetic relationships between two sibling species of the buzzatii cluster. Genetics, 101(3-4), pp.503-518., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Drosophila,Drosophila serido,5,,,1,6,6,,,,Six types with variations in dot chromosome and Y,"Baimal, V., Sene, F.M. and Pereira, M.A.O.R., 1983. Heterochromatin and karyotypic differentiation of some neotropical cactus-breeding species of the Drosophila repleta species group. Genetica, 60(2), pp.81-92., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila serrata,,,,,4,0,,,,"page 183, karyotype C","Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila serrata,,,,,4,0,,V,XY,"Page 184, karyotype D1","Baimai, V., 1980. Metaphase karyotypes of certain species of the Drosophila montium subgroup. The Japanese Journal of Genetics, 55(3), pp.165-175., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila serrata,,2,1,1,4,7,J,V,XY,"X is j-shaped; y is small v, large dots","Baimai, V., 1980. Metaphase karyotypes of certain species of the Drosophila montium subgroup.The Japanese Journal of Genetics,55(3), pp.165-175., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila serrata,1,2,,1,4,6,,,,,"Mather, W.B., 1956 The genus Drosophila (Diptera) in eastern Queensland.  III. Cytological Evolution.  Aust. J. Zool. 4: 76-89., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Hawaiian,Drosophila setosifrons,5,,,1,6,6,,,,,"Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-102., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Hawaiian,Drosophila setosimentum,5,,,1,6,6,,,,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-103., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI.  University of Texas Publ. pp171-235., Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila setula,4,1,,1,6,7,,,,,"Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila setula,3,1,,1,5,6,,,,,"Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila setula,3,1,,1,5,6,,,,"Determination of chromosomes difficult, 3 or 4 pairs of rods.  Unable to identify sex chromosomes","Heed, W.B. and Wheeler, M.R., 1957. Thirteen new species in the genus Drosophila from the neotropical region.Univ Texas Publ Stud Gen,5721, pp.17-38."
Drosophila,Siphlodora,Drosophila sigmoides,5,,,1,6,6,,,,,"Butler, D.R. and Mettler, L.E., 1963. Ecological and cytological notes on D. sigmoides. Drosophila Information Service, 38:70., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Hawaiian,Drosophila silvarentis,5,,,1,6,6,,,,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI.  University of Texas Publ. pp171-236., Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Hawaiian,Drosophila silvestris,5,,,1,6,6,,,,,"Carson, H.L., 1967. The association between Drosophila carcinophila Wheeler and its host, the land crab Gecarcinus ruricola (L.).American Midland Naturalist, pp.324-343., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI.  University of Texas Publ. pp171-237., Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila silvistriata,3,1,,1,5,6,R,R,XY,X is long rod; y is short rod,"Bock, I.R. and V. Baimai, 1967. D. silvistriata:  a new species of Drosophila from New Guinea. Univ. Queensl. Pap. Dep. Zool. 3:19-25., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila similis,5,,,1,6,6,R,R,XY,"Similar to 41 J, likely x and Y are rods","Metz, C.W., 1916. Chromosome studies on the Diptera. III. Additional types of chromosome groups in the Drosophilidae. The American Naturalist, 50(598), pp.587-599., Wharton, L.T., 1943 An analysis of the metaphase and salivary chromosome morphology within the genus Drosophila. Univ. Texas Publ. 4312:282-319., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Drosophila,Drosophila similis grenadensis,1,2,,1,4,6,,,,Reported as stock GR,"Heed, W.B. and Krishnamurthy, N.B., 1959. Genetic studies on the cardini group of Drosophila in the West Indies.Univ. Texas Publ,5914, pp.155-179., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Sophophora,Drosophila simulans,,,,,4,0,,J,XY,"from page 182, karyotype C","Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press."
