"genes","GOterms"
"tcat16973",86
"tcat14177",15
"tcat9809",14
"tcat5562",96
"tcat18804",21
"tcat2932",48
"tcat4045",12
"tcat14980",128
"tcat17585",151
"tcat2899",125
"tcat19307",72
"tcat16235",113
"tcat6505",139
"tcat3711",78
"tcat5602",35
"tcat9834",111
"tcat13450",60
"tcat15247",153
"tcat10565",70
"tcat18773",147
"tcat3445",104
"tcat672",61
"tcat4422",55
"tcat3583",93
"tcat12052",8
"tcat6664",139
"tcat11227",100
"tcat6463",23
"tcat1519",140
"tcat9843",112
"tcat17408",71
"tcat19505",13
"tcat19255",124
"tcat8517",109
"tcat11317",8
"tcat2742",27
"tcat18627",70
"tcat3377",38
"tcat16994",39
"tcat15082",149
"tcat15030",31
"tcat9330",33
"tcat7086",149
"tcat13305",58
"tcat3495",86
"tcat2903",36
"tcat10117",52
"tcat18741",43
"tcat8184",120
"tcat11773",149
"tcat5203",85
"tcat3372",125
"tcat19767",127
"tcat3456",20
"tcat17159",102
"tcat11009",131
"tcat9723",144
"tcat11272",123
"tcat17028",40
"tcat7357",80
"tcat14545",143
"tcat1533",62
"tcat19089",64
"tcat16216",103
"tcat16452",46
"tcat15372",68
"tcat4348",131
"tcat5605",113
"tcat407",57
"tcat6339",30
"tcat16953",110
"tcat17449",141
"tcat10709",134
"tcat398",128
"tcat11807",151
"tcat2741",57
"tcat7382",81
"tcat1245",50
"tcat1684",36
"tcat11131",148
"tcat7010",88
"tcat4236",73
"tcat6835",139
"tcat15452",66
"tcat15233",39
"tcat4005",95
"tcat13109",61
"tcat4015",52
"tcat10043",34
"tcat9310",58
"tcat9261",25
"tcat13899",55
"tcat12818",16
"tcat6347",68
"tcat5452",78
"tcat8839",33
"tcat303",30
"tcat3653",132
"tcat13011",15
"tcat16375",137
"tcat4965",62
"tcat13746",71
"tcat15687",49
"tcat3870",55
"tcat16700",37
"tcat14574",35
"tcat19843",139
"tcat8380",46
"tcat2178",59
"tcat9819",86
"tcat12666",106
"tcat12908",76
"tcat6120",51
"tcat6634",124
"tcat3848",36
"tcat6425",20
"tcat9803",2
"tcat19124",139
"tcat3807",15
"tcat4320",110
"tcat4509",143
"tcat16467",93
"tcat12744",3
"tcat4813",73
"tcat769",22
"tcat921",124
"tcat7879",144
"tcat19254",86
"tcat11890",49
"tcat5419",102
"tcat12350",62
"tcat6101",14
"tcat19016",17
"tcat141",111
"tcat19954",74
"tcat9336",11
"tcat4431",50
"tcat1463",55
"tcat14544",88
"tcat4939",130
"tcat15674",58
"tcat10423",19
"tcat6578",66
"tcat14888",90
"tcat3516",78
"tcat4816",123
"tcat10956",8
"tcat7837",147
"tcat19708",142
"tcat14967",152
"tcat6661",70
"tcat173",7
"tcat8602",48
"tcat3173",90
"tcat17868",39
"tcat2238",17
"tcat7940",56
"tcat10580",126
"tcat18461",7
"tcat2293",54
"tcat12540",115
"tcat4645",142
"tcat15890",134
"tcat13831",141
"tcat17501",88
"tcat5669",30
"tcat16098",50
"tcat15115",32
"tcat15007",71
"tcat7907",39
"tcat14120",46
"tcat11596",152
"tcat15162",4
"tcat3285",131
"tcat2254",147
"tcat3104",101
"tcat9743",136
"tcat9851",110
"tcat14324",24
"tcat14043",72
"tcat2590",40
"tcat12478",95
"tcat17300",146
"tcat10959",18
"tcat12595",95
"tcat15285",1
"tcat11752",88
"tcat6042",142
"tcat3022",114
"tcat10356",5
"tcat5979",15
"tcat14393",118
"tcat1929",48
"tcat19482",9
"tcat18502",86
"tcat8282",60
"tcat472",65
"tcat12968",28
"tcat2703",86
"tcat4340",127
"tcat11944",129
"tcat11819",29
"tcat3715",40
"tcat18693",153
"tcat14704",101
"tcat4390",61
"tcat19195",19
"tcat2551",124
"tcat5924",20
"tcat17363",20
"tcat3326",75
"tcat17981",119
"tcat4960",153
"tcat11754",92
"tcat10210",112
"tcat13943",7
"tcat18214",119
"tcat16311",14
"tcat13819",68
"tcat9749",94
"tcat7422",40
"tcat18852",137
"tcat7479",54
"tcat9875",89
"tcat7113",66
"tcat13997",79
"tcat19402",64
"tcat11881",22
"tcat13730",6
"tcat7377",63
"tcat13401",35
"tcat1389",111
"tcat7314",139
"tcat15698",137
"tcat1393",22
"tcat2412",70
"tcat17388",148
"tcat14066",55
"tcat874",55
"tcat11935",1
"tcat13356",145
"tcat13688",35
"tcat4219",56
"tcat14988",19
"tcat7282",77
"tcat12479",146
"tcat9054",53
"tcat9",105
"tcat11708",80
"tcat4896",7
"tcat12275",149
"tcat1576",53
"tcat16315",3
"tcat8193",42
"tcat19199",112
"tcat678",121
"tcat18408",20
"tcat18688",106
"tcat749",89
"tcat8473",49
"tcat9744",39
"tcat6887",59
"tcat14361",20
"tcat9980",152
"tcat10272",96
"tcat10657",17
"tcat4884",64
"tcat11665",130
"tcat19273",102
"tcat1890",72
"tcat2146",30
"tcat9375",106
"tcat10929",48
"tcat13912",88
"tcat8910",64
"tcat8211",96
"tcat3485",3
"tcat16584",136
"tcat6878",53
"tcat16280",35
"tcat18561",68
"tcat6590",39
"tcat9281",98
"tcat10670",2
"tcat2655",108
"tcat15252",58
"tcat7224",90
"tcat12711",65
"tcat14966",80
"tcat2697",32
"tcat2063",125
"tcat4956",130
"tcat7944",79
"tcat12228",69
"tcat11973",147
"tcat9807",28
"tcat13921",75
"tcat15788",95
"tcat509",75
"tcat252",114
"tcat16655",3
"tcat9725",121
"tcat14140",79
"tcat15315",125
"tcat5691",110
"tcat17124",121
"tcat13234",95
"tcat2907",20
"tcat11245",4
"tcat972",151
"tcat2403",26
"tcat2752",25
"tcat18767",9
"tcat10234",47
"tcat13555",23
"tcat9468",2
"tcat13013",154
"tcat14388",120
"tcat13130",44
"tcat4978",132
"tcat12309",115
"tcat16685",141
"tcat14678",81
"tcat14717",64
"tcat5554",6
"tcat3648",117
"tcat10059",117
"tcat15827",98
"tcat14028",109
"tcat9167",11
"tcat9620",136
"tcat1067",82
"tcat2589",86
"tcat9461",48
"tcat2726",21
"tcat5382",90
"tcat6677",86
"tcat13393",95
"tcat1808",52
"tcat11052",37
"tcat13192",92
"tcat18293",120
"tcat4091",7
"tcat10573",61
"tcat4612",11
"tcat9413",62
"tcat17260",119
"tcat4547",29
"tcat18383",1
"tcat19423",143
"tcat15170",23
"tcat9198",24
"tcat5874",59
"tcat1834",25
"tcat181",132
"tcat4254",39
"tcat726",33
"tcat15750",62
"tcat2928",32
"tcat9242",19
"tcat8508",53
"tcat6034",123
"tcat16582",43
"tcat8926",97
"tcat7329",20
"tcat12008",59
"tcat1412",131
"tcat16410",55
"tcat10645",125
"tcat18186",89
"tcat13434",99
"tcat10394",38
"tcat17227",9
"tcat10674",114
"tcat5107",33
"tcat7891",82
"tcat6124",16
"tcat12792",47
"tcat19463",65
"tcat3493",69
"tcat8642",144
"tcat8528",144
"tcat784",104
"tcat3390",133
"tcat8703",14
"tcat14417",71
"tcat10947",114
"tcat10018",57
"tcat5119",154
"tcat11043",115
"tcat9087",15
"tcat6930",98
"tcat11053",5
"tcat4821",112
"tcat12190",126
"tcat17153",104
"tcat1843",85
"tcat6726",59
"tcat1785",58
"tcat169",126
"tcat11290",70
"tcat2871",40
"tcat15469",136
"tcat9339",116
"tcat19102",97
"tcat18495",82
"tcat17913",29
"tcat19060",143
"tcat6173",123
"tcat11962",98
"tcat13548",144
"tcat3538",45
"tcat10283",73
"tcat17464",24
"tcat283",89
"tcat13650",79
"tcat9984",128
"tcat276",98
"tcat19283",98
"tcat9170",64
"tcat18256",27
"tcat71",9
"tcat6888",138
"tcat10020",69
"tcat17110",17
"tcat1765",139
"tcat4639",147
"tcat6304",153
"tcat7408",153
"tcat8387",13
"tcat17269",31
"tcat19103",120
"tcat2181",40
"tcat14063",141
"tcat19483",103
"tcat795",88
"tcat8424",91
"tcat19318",46
"tcat18194",102
"tcat15087",37
"tcat3883",76
"tcat31",57
"tcat11518",88
"tcat4013",98
"tcat9456",125
"tcat19503",58
"tcat17179",42
"tcat13026",21
"tcat6176",34
"tcat14543",60
"tcat12788",87
"tcat381",17
"tcat10926",91
"tcat17393",153
"tcat4908",44
"tcat3320",102
"tcat10497",87
"tcat5319",127
"tcat15388",135
"tcat2112",9
"tcat16663",52
"tcat11815",143
"tcat2778",129
"tcat19208",35
"tcat4001",133
"tcat9669",27
"tcat11196",137
"tcat10163",66
"tcat16707",9
"tcat19493",12
"tcat2043",25
"tcat18395",12
"tcat6751",103
"tcat3105",104
"tcat4907",144
"tcat4104",77
"tcat3687",119
"tcat18736",118
"tcat6796",133
"tcat10921",4
"tcat19938",139
"tcat13993",104
"tcat19072",49
"tcat16618",12
"tcat3745",97
"tcat13131",4
"tcat4834",37
"tcat4195",33
"tcat4719",57
"tcat19496",107
"tcat7226",38
"tcat16117",37
"tcat12879",148
"tcat4577",27
"tcat12201",83
"tcat14912",86
"tcat1137",122
"tcat13556",70
"tcat18823",130
"tcat7850",59
"tcat10874",130
"tcat8824",116
"tcat15091",30
"tcat803",77
"tcat16220",151
"tcat12821",68
"tcat16852",6
"tcat5966",80
"tcat5246",8
"tcat11798",132
"tcat11912",57
"tcat6969",118
"tcat2014",105
"tcat18821",4
"tcat944",58
"tcat15616",74
"tcat10713",26
"tcat6326",23
"tcat11206",64
"tcat3399",1
"tcat17143",53
"tcat2946",10
"tcat7836",123
"tcat2252",52
"tcat3716",123
"tcat15020",38
"tcat14950",103
"tcat6170",141
"tcat16492",136
"tcat1424",41
"tcat7359",87
"tcat2266",69
"tcat3796",106
"tcat10490",120
"tcat9539",151
"tcat6672",34
"tcat11905",82
"tcat15667",23
"tcat6777",149
"tcat19461",81
"tcat8198",61
"tcat19567",22
"tcat1415",133
"tcat11739",53
"tcat13522",54
"tcat1457",50
"tcat3232",98
"tcat5944",123
"tcat9180",88
"tcat17678",132
"tcat7362",75
"tcat19665",121
"tcat7332",53
"tcat13091",140
"tcat12874",97
"tcat15379",84
"tcat1166",1
"tcat11968",7
"tcat12058",105
"tcat19946",62
"tcat18261",25
"tcat12108",11
"tcat8348",125
"tcat8738",82
"tcat523",13
"tcat5070",142
"tcat4777",46
"tcat10406",128
"tcat7531",54
"tcat1284",140
"tcat4163",96
"tcat15384",52
"tcat6297",6
"tcat2651",104
"tcat3318",24
"tcat4332",19
"tcat19477",75
"tcat3669",30
"tcat17885",105
"tcat6038",57
"tcat2137",23
"tcat6996",153
"tcat12796",104
"tcat8594",118
"tcat12633",13
"tcat14197",154
"tcat8096",39
"tcat1221",86
"tcat4027",26
"tcat11377",129
"tcat17348",119
"tcat13552",87
"tcat6881",34
"tcat13812",36
"tcat3631",41
"tcat8245",118
"tcat16856",151
"tcat1045",152
"tcat3851",21
"tcat5640",16
"tcat19680",41
"tcat17911",131
"tcat8953",67
"tcat653",10
"tcat8422",24
"tcat7512",34
"tcat19044",12
"tcat11135",134
"tcat3403",14
"tcat14647",137
"tcat12923",21
"tcat15085",15
"tcat19216",146
"tcat15520",29
"tcat7756",151
"tcat15556",118
"tcat7777",100
"tcat7663",53
"tcat8273",118
"tcat8722",51
"tcat11207",109
"tcat18723",85
"tcat6838",79
"tcat4994",139
"tcat1316",98
"tcat14898",132
"tcat12527",42
"tcat18422",33
"tcat11872",98
"tcat10660",122
"tcat12252",139
"tcat8366",29
"tcat18710",27
"tcat19287",134
"tcat19186",110
"tcat11236",133
"tcat12592",97
"tcat139",127
"tcat19638",153
"tcat13310",83
"tcat11400",9
"tcat14167",16
"tcat5391",147
"tcat19519",72
"tcat18023",117
"tcat13472",91
"tcat15062",44
"tcat11463",95
"tcat3223",91
"tcat10100",21
"tcat5550",22
"tcat13413",97
"tcat4871",131
"tcat14053",76
"tcat2755",67
"tcat15780",86
"tcat7258",87
"tcat12462",101
"tcat14465",129
"tcat8725",115
"tcat17757",88
"tcat7514",142
"tcat1789",83
"tcat5684",46
"tcat11589",108
"tcat3498",42
"tcat13914",154
"tcat13471",84
"tcat2490",81
"tcat5696",85
"tcat17711",153
"tcat612",40
"tcat8662",128
"tcat1512",94
"tcat14952",147
"tcat19183",80
"tcat10249",23
"tcat7994",116
"tcat7752",152
"tcat6400",127
"tcat17432",63
"tcat5897",146
"tcat6008",98
"tcat15975",73
"tcat15203",11
"tcat11939",8
"tcat195",87
"tcat8231",94
"tcat10235",146
"tcat3707",112
"tcat2373",75
"tcat393",151
"tcat19272",36
"tcat13102",85
"tcat18280",18
"tcat5231",127
"tcat7024",135
"tcat5519",35
"tcat17239",20
"tcat2472",55
"tcat172",119
"tcat10871",102
"tcat18464",118
"tcat16675",115
"tcat11866",126
"tcat11169",53
"tcat19100",83
"tcat14362",101
"tcat6278",142
"tcat9195",131
"tcat4043",58
"tcat4191",132
"tcat6928",150
"tcat15931",66
"tcat10425",6
"tcat17608",153
"tcat7729",97
"tcat8381",65
"tcat16514",62
"tcat2280",107
"tcat2979",78
"tcat13218",136
"tcat12142",112
"tcat6435",86
"tcat10914",49
"tcat16363",147
"tcat1408",9
"tcat14274",65
"tcat15165",35
"tcat17255",90
"tcat13514",144
"tcat14149",79
"tcat2876",22
"tcat19452",22
"tcat50",62
"tcat18712",137
"tcat15058",116
"tcat15713",97
"tcat16504",134
"tcat1311",83
"tcat18401",97
"tcat11547",140
"tcat12061",60
"tcat10613",128
"tcat12695",128
"tcat17371",83
"tcat10675",62
"tcat16460",25
"tcat8710",79
"tcat1012",120
"tcat15889",36
"tcat5309",146
"tcat11730",13
"tcat330",13
"tcat7471",48
"tcat12000",75
"tcat8109",137
"tcat2378",62
"tcat7447",94
"tcat1357",6
"tcat6557",39
"tcat4478",20
"tcat19581",127
"tcat9520",19
"tcat6968",18
"tcat10220",115
"tcat7164",24
"tcat19507",113
"tcat14100",60
"tcat17631",35
"tcat13843",8
"tcat4701",49
"tcat12081",118
"tcat12567",128
"tcat4044",115
"tcat11465",17
"tcat18175",91
"tcat7627",31
"tcat6045",135
"tcat15577",5
"tcat7739",119
"tcat770",104
"tcat5271",65
"tcat4003",52
"tcat16680",71
"tcat16689",52
"tcat5122",30
"tcat10225",48
"tcat7189",71
"tcat19928",53
"tcat18113",31
"tcat1999",12
"tcat2193",68
"tcat8833",66
"tcat11072",81
"tcat18269",137
"tcat8375",103
"tcat12642",136
"tcat16205",8
"tcat14739",113
"tcat19447",46
"tcat18760",96
"tcat19976",6
"tcat6132",56
"tcat13964",59
"tcat17093",23
"tcat15205",94
"tcat15578",50
"tcat12536",16
"tcat4473",66
"tcat15138",76
"tcat1614",12
"tcat6232",127
"tcat19148",28
"tcat17657",19
"tcat5238",15
"tcat15148",28
"tcat14827",111
"tcat7601",101
"tcat7306",11
"tcat18555",9
"tcat5316",134
"tcat1580",140
"tcat2645",15
"tcat2748",99
"tcat4395",63
"tcat10134",55
"tcat15673",117
"tcat8341",150
"tcat12934",14
"tcat5392",32
"tcat15511",148
"tcat3065",57
"tcat12347",90
"tcat2770",76
"tcat3624",102
"tcat93",124
"tcat13279",126
"tcat1278",44
"tcat10988",149
"tcat10284",29
"tcat9379",8
"tcat1826",81
"tcat45",96
"tcat674",18
"tcat6503",7
"tcat19481",100
"tcat11799",107
"tcat10278",55
"tcat14828",100
"tcat11013",38
"tcat6293",151
"tcat18077",78
"tcat2417",129
"tcat1673",84
"tcat19343",133
"tcat9812",82
"tcat17165",8
"tcat19862",12
"tcat1384",33
"tcat5572",139
"tcat6970",106
"tcat16489",153
"tcat4967",148
"tcat19818",57
"tcat19944",152
"tcat8111",84
"tcat6746",150
"tcat16031",125
"tcat665",97
"tcat3044",1
"tcat12627",117
"tcat1812",29
"tcat8825",60
"tcat9107",134
"tcat7554",75
"tcat4771",3
"tcat9022",69
"tcat6059",71
"tcat4882",54
"tcat8634",86
"tcat16848",61
"tcat5190",50
"tcat15662",70
"tcat10302",60
"tcat2540",139
"tcat9115",25
"tcat15310",77
"tcat5402",8
"tcat4451",14
"tcat2448",8
"tcat9401",32
"tcat12310",76
"tcat19248",91
"tcat15653",20
"tcat9953",106
"tcat7827",8
"tcat11468",94
"tcat17475",36
"tcat2995",64
"tcat4385",131
"tcat3534",140
"tcat1906",148
"tcat10957",36
"tcat3428",39
"tcat17684",26
"tcat14119",135
"tcat18152",60
"tcat5289",77
"tcat7012",71
"tcat8486",151
"tcat7521",123
"tcat2627",146
"tcat8920",138
"tcat9171",93
"tcat9325",126
"tcat17982",124
"tcat7470",70
"tcat4070",25
"tcat104",81
"tcat2074",119
"tcat3629",28
"tcat3103",122
"tcat6486",42
"tcat7230",3
"tcat4208",44
"tcat12013",63
"tcat4503",52
"tcat3962",29
"tcat11964",20
"tcat13362",26
"tcat11654",141
"tcat2631",95
"tcat3029",51
"tcat10399",78
"tcat6009",9
"tcat5859",47
"tcat1238",65
"tcat16976",81
"tcat16949",120
"tcat14129",55
"tcat10006",85
"tcat7488",93
"tcat19676",153
"tcat9496",135
"tcat15743",120
"tcat1804",61
"tcat18905",21
"tcat16782",100
"tcat10390",146
"tcat8442",140
"tcat12747",80
"tcat2794",138
"tcat9477",34
"tcat17606",136
"tcat4032",58
"tcat10564",76
"tcat10500",119
"tcat6490",34
"tcat1340",120
"tcat13649",120
"tcat9595",36
"tcat2939",87
"tcat451",118
"tcat16628",109
"tcat5792",130
"tcat6090",14
"tcat5393",19
"tcat2700",65
"tcat10009",4
"tcat1130",1
"tcat9142",85
"tcat13101",28
"tcat4849",105
"tcat9140",87
"tcat6936",80
"tcat14587",153
"tcat16379",112
"tcat18400",145
"tcat19396",6
"tcat16934",105
"tcat13253",142
"tcat19888",72
"tcat16230",76
"tcat1185",2
"tcat4230",15
"tcat5297",107
"tcat4989",16
"tcat19341",109
"tcat18954",34
"tcat3336",135
"tcat17891",145
"tcat8695",26
"tcat8499",23
"tcat14796",34
"tcat2504",110
"tcat7868",132
"tcat8100",141
"tcat18774",1
"tcat2887",125
"tcat14347",125
"tcat9430",85
"tcat1915",145
"tcat2049",108
"tcat2632",2
"tcat1505",59
"tcat7208",141
"tcat5657",62
"tcat19549",87
"tcat501",15
"tcat12648",38
"tcat12590",101
"tcat18324",121
"tcat17007",124
"tcat11766",128
"tcat4610",16
"tcat8524",139
"tcat11241",121
"tcat16605",60
"tcat13777",6
"tcat9580",112
"tcat8817",55
"tcat19119",70
"tcat3704",149
"tcat19282",46
"tcat12865",94
"tcat5334",64
"tcat953",12
"tcat1",63
"tcat12784",62
"tcat17882",96
"tcat9636",23
"tcat3847",142
"tcat16210",81
"tcat1450",106
"tcat1647",37
"tcat14829",31
"tcat14769",101
"tcat15102",64
"tcat14299",35
"tcat4811",108
"tcat8878",132
"tcat9090",143
"tcat8462",119
"tcat18790",74
"tcat17141",139
"tcat8190",135
"tcat18096",141
"tcat3455",102
"tcat1406",46
"tcat18474",11
"tcat8688",102
"tcat16532",25
"tcat13287",12
"tcat5692",103
"tcat15910",91
"tcat4608",34
"tcat12009",79
"tcat5526",47
"tcat7652",17
"tcat9445",34
"tcat17229",36
"tcat6204",127
"tcat13499",145
"tcat7962",83
"tcat117",136
"tcat18883",24
"tcat8759",43
"tcat12684",20
"tcat2251",138
"tcat16518",93
"tcat5321",113
"tcat7047",64
"tcat16747",82
"tcat19569",47
"tcat16530",118
"tcat18170",99
"tcat15845",17
"tcat17021",28
"tcat19200",90
"tcat7941",56
"tcat12074",34
"tcat4488",114
"tcat13116",49
"tcat16344",78
"tcat17697",147
"tcat6811",54
"tcat15885",101
"tcat14244",38
"tcat13435",79
"tcat10460",123
"tcat18626",94
"tcat700",36
"tcat15437",38
"tcat2749",44
"tcat19627",4
"tcat12808",96
"tcat4402",146
"tcat15677",69
"tcat16035",60
"tcat12689",100
"tcat2215",152
"tcat7134",42
"tcat6317",129
"tcat18890",57
"tcat14044",107
"tcat18988",71
"tcat19236",35
"tcat4184",72
"tcat13828",152
"tcat6169",83
"tcat14917",134
"tcat1555",89
"tcat11672",88
"tcat3100",101
"tcat3963",67
"tcat2059",33
"tcat12071",148
"tcat12299",76
"tcat5927",24
"tcat16287",9
"tcat14399",117
"tcat5636",56
"tcat10663",152
"tcat14477",79
"tcat13430",28
"tcat11724",68
"tcat11399",98
"tcat5969",63
"tcat11634",113
"tcat15784",3
"tcat500",126
"tcat8915",34
"tcat15027",63
"tcat621",59
"tcat8051",119
"tcat4303",92
"tcat18694",144
"tcat11193",154
"tcat17249",138
"tcat18435",49
"tcat16160",116
"tcat18350",147
"tcat19965",90
"tcat3550",142
"tcat7560",116
"tcat3469",139
"tcat5158",46
"tcat17167",104
"tcat16383",49
"tcat8609",93
"tcat15759",129
"tcat10168",136
"tcat19296",95
"tcat15093",142
"tcat7829",74
"tcat15659",62
"tcat3882",63
"tcat8849",22
"tcat8091",71
"tcat11145",40
"tcat2856",13
"tcat17386",75
"tcat16354",147
"tcat414",142
"tcat13293",105
"tcat12849",143
"tcat18933",61
"tcat2597",20
"tcat9818",81
"tcat13374",134
"tcat17142",102
"tcat1246",115
"tcat8526",91
"tcat12671",85
"tcat11705",104
"tcat1795",112
"tcat15400",28
"tcat4360",133
"tcat16164",131
"tcat14202",107
"tcat17057",139
"tcat1464",135
"tcat8364",24
"tcat13062",13
"tcat11456",130
"tcat3107",102
"tcat7734",102
"tcat14085",86
"tcat14464",123
"tcat12860",78
"tcat12311",77
"tcat18351",75
"tcat12742",117
"tcat14084",100
"tcat6416",132
"tcat8225",108
"tcat11886",118
"tcat10178",151
"tcat8048",12
"tcat17315",116
"tcat14472",142
"tcat2109",6
"tcat6631",23
"tcat19794",69
"tcat7589",16
"tcat5998",51
"tcat10229",37
"tcat4848",124
"tcat2483",71
"tcat11647",145
"tcat15681",111
"tcat3436",17
"tcat18301",122
"tcat19594",48
"tcat10939",19
"tcat4309",23
"tcat7583",98
"tcat2515",54
"tcat18469",52
"tcat618",72
"tcat17634",75
"tcat5324",54
"tcat788",84
"tcat2524",89
"tcat9448",103
"tcat8203",126
"tcat8942",21
"tcat13559",100
"tcat5381",16
"tcat9950",75
"tcat7096",34
"tcat18777",5
"tcat13345",61
"tcat4865",25
"tcat5724",143
"tcat7657",75
"tcat13797",127
"tcat11640",95
"tcat8249",50
"tcat3750",24
"tcat11292",127
"tcat4622",89
"tcat6646",15
"tcat16932",111
"tcat19466",55
"tcat12231",79
"tcat643",45
"tcat19077",97
"tcat4103",106
"tcat13629",68
"tcat7730",73
"tcat18169",62
"tcat12773",96
"tcat15925",142
"tcat16630",154
"tcat12187",120
"tcat6962",46
"tcat17589",62
"tcat13785",73
"tcat17551",55
"tcat14391",49
"tcat7168",64
"tcat8943",19
"tcat8692",123
"tcat19574",39
"tcat11841",139
"tcat1616",54
"tcat9750",5
"tcat19504",43
"tcat4775",107
"tcat2467",53
"tcat13863",123
"tcat2458",7
"tcat14136",123
"tcat9033",114
"tcat18440",91
"tcat18957",2
"tcat4772",54
"tcat13969",63
"tcat2383",117
"tcat7372",121
"tcat17251",138
"tcat8821",62
"tcat17803",150
"tcat15119",39
"tcat8509",149
"tcat4527",19
"tcat9590",154
"tcat8992",47
"tcat16649",97
"tcat950",5
"tcat9136",117
"tcat1353",10
"tcat7675",134
"tcat15286",89
"tcat9319",91
"tcat1420",92
"tcat12574",65
"tcat10227",7
"tcat10136",145
"tcat10479",61
"tcat8799",94
"tcat16150",130
"tcat11662",134
"tcat15783",11
"tcat9007",107
"tcat6146",21
"tcat704",135
"tcat1298",104
"tcat2085",139
"tcat16946",40
"tcat13816",154
"tcat17737",10
"tcat17439",71
"tcat2642",119
"tcat1052",150
"tcat18018",134
"tcat10444",86
"tcat2493",32
"tcat7540",70
"tcat12072",137
"tcat4232",71
"tcat7809",130
"tcat796",49
"tcat8013",100
"tcat9172",41
"tcat18153",9
"tcat16294",121
"tcat378",1
"tcat4820",130
"tcat7482",134
"tcat7861",135
"tcat8449",153
"tcat8321",50
"tcat17795",75
"tcat15448",51
"tcat1271",81
"tcat9628",117
"tcat6851",114
"tcat12615",36
"tcat2374",89
"tcat16780",70
"tcat13373",134
"tcat6567",14
"tcat9123",153
"tcat9187",34
"tcat8589",137
"tcat578",146
"tcat10468",15
"tcat17654",144
"tcat3531",3
"tcat5114",18
"tcat18005",131
"tcat5960",11
"tcat15430",20
"tcat3706",47
"tcat8599",23
"tcat420",77
"tcat12692",27
"tcat7448",83
"tcat893",15
"tcat8829",64
"tcat951",68
"tcat3569",15
"tcat1492",83
"tcat6186",139
"tcat11385",50
"tcat17579",48
"tcat18470",50
"tcat14787",69
"tcat16985",94
"tcat568",140
"tcat3168",137
"tcat16444",114
"tcat15435",48
"tcat16802",72
"tcat16992",24
"tcat12191",67
"tcat2992",147
"tcat15371",127
"tcat16214",69
"tcat16952",69
"tcat9805",60
"tcat10999",12
"tcat2663",145
"tcat8458",99
"tcat1475",72
"tcat7184",123
"tcat8961",106
"tcat6189",121
"tcat10735",135
"tcat14209",27
"tcat94",113
"tcat14471",14
"tcat14",118
"tcat9412",138
"tcat6814",79
"tcat6717",135
"tcat6165",90
"tcat12481",49
"tcat3619",50
"tcat3671",94
"tcat2818",3
"tcat5915",132
"tcat8359",94
"tcat19759",63
"tcat16524",148
"tcat4217",104
"tcat5416",39
"tcat9606",132
"tcat13634",19
"tcat3346",143
"tcat2772",89
"tcat8661",105
"tcat5162",154
"tcat15178",94
"tcat7485",144
"tcat10312",54
"tcat14919",153
"tcat19095",87
"tcat8852",140
"tcat4089",47
"tcat17639",111
"tcat1333",46
"tcat10141",42
"tcat605",112
"tcat12977",147
"tcat449",78
"tcat19041",131
"tcat17172",59
"tcat19536",7
"tcat4788",102
"tcat942",77
"tcat10403",29
"tcat5801",90
"tcat12162",51
"tcat6963",84
"tcat11148",96
"tcat5268",128
"tcat3986",31
"tcat16799",53
"tcat14105",150
"tcat19133",148
"tcat2071",129
"tcat5189",115
"tcat14868",64
"tcat12109",40
"tcat13456",77
"tcat17309",108
"tcat9710",25
"tcat10470",92
"tcat15538",59
"tcat19744",136
"tcat15710",137
"tcat18039",4
"tcat9503",69
"tcat18093",12
"tcat9509",74
"tcat2480",60
"tcat11461",66
"tcat16797",148
"tcat10628",95
"tcat4990",17
"tcat14428",1
"tcat3303",62
"tcat18743",25
"tcat19",118
"tcat3580",73
"tcat7009",9
"tcat1903",103
"tcat4750",136
"tcat12204",130
"tcat3212",70
"tcat12302",70
"tcat12729",92
"tcat2559",123
"tcat14504",147
"tcat18831",92
"tcat12097",24
"tcat1501",53
"tcat6600",108
"tcat18468",5
"tcat19515",68
"tcat6681",114
"tcat18860",9
"tcat16664",126
"tcat17659",93
"tcat13557",45
"tcat11099",66
"tcat14809",16
"tcat13043",10
"tcat13075",60
"tcat18150",93
