Higher taxonomic group,Order,Family,Genus,Species,femalediploidnumber,malediploidnumber,"Predicted ploidy (1,2,3,4)",reproductivemode,sexchromosome,"Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","Haplodiploidy (arrhenotoky,paternal genome elimination,other)","Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","Polyfactorial (yes,no)","Molecular basis (dosage,Y dominant,W dominant)",entry initials,entry name,entry email,"notes, comments",source: Chromosome number (female),source: Chromosome number (male),"source: Predicted ploidy (1,2,3,4)","source: Sexual system (hermaphrodite,monoecy,dioecy,gynodioecy,androdioecy,gynomonoecy,andromonoecy,polygamodioecy,polygamomonoecy,apomictic,other)","source: Karyotype (ZO,ZW,XY,XO,WO,homomorphic,complex XY,complex ZW)","source: Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","source: Haplodiploidy (arrhenotoky,paternal genome elimination,other)","source: Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","source: Polyfactorial (yes,no)","source: Molecular basis (dosage,Y dominant,W dominant)",citation
Reptilia,Squamata,Agamidae,Agama,caucasia,,,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,,,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC."
Reptilia,Squamata,Agamidae,Agama,impalearis,,,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,,,,"El Mouden E.H., Znari M., Pieau C. (2001) Effects of Incubation Temperature on Embryonic Development and Sex Determination in the North African Agamid Lizard, Agama impalearis. Herpetological Journal 11: 101-108.",,,,"El Mouden E.H., Znari M., Pieau C. (2001) Effects of Incubation Temperature on Embryonic Development and Sex Determination in the North African Agamid Lizard, Agama impalearis. Herpetological Journal 11: 101-108.",,,"El Mouden E.H., Znari M., Pieau C. (2001) Effects of Incubation Temperature on Embryonic Development and Sex Determination in the North African Agamid Lizard, Agama impalearis. Herpetological Journal 11: 101-108."
Reptilia,Squamata,Agamidae,Agama,stellio,36,36,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,de Smet W.H.O. (1978) Chromosomes of 22 species of Chelonia (Reptilia). Acta Zoologica et Pathologica Antverpiensia: 15-34,de Smet W.H.O. (1978) Chromosomes of 22 species of Chelonia (Reptilia). Acta Zoologica et Pathologica Antverpiensia: 15-34,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,de Smet W.H.O. (1978) Chromosomes of 22 species of Chelonia (Reptilia). Acta Zoologica et Pathologica Antverpiensia: 15-34
Reptilia,Squamata,Agamidae,Amphibolurus,muricatus,32,32,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540.","Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540.",,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,"Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540."
Reptilia,Squamata,Agamidae,Amphibolurus,nobbi,32,32,,gonochorous,,GSD,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540.","Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540.",,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,,,"Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540."
Reptilia,Squamata,Agamidae,Amphibolurus,norrisi,,,,gonochorous,,GSD,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,,,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC."
Reptilia,Squamata,Agamidae,Calotes,versicolor,34,34,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,was GSD in Harlow 2004 and Viets 1994,"Solleder E., Schmid M. (1988) Cytogenetic studies on Sauria (Reptilia) I. Mitotic chromosomes of the Agamidae. Amphibia-Reptilia 9: 301-310.","Solleder E., Schmid M. (1988) Cytogenetic studies on Sauria (Reptilia) I. Mitotic chromosomes of the Agamidae. Amphibia-Reptilia 9: 301-310.",,"Inamdar L.S., Vani V., Seshagiri P.B. (2012) A tropical oviparous lizard, Calotes versicolor, exhibiting a potentially novel FMFM pattern of temperature-dependent sex determination. Journal of Experimental Zoology Part A-Ecological Genetics and Physiology 317A: 32-46.",,,,"Inamdar L.S., Vani V., Seshagiri P.B. (2012) A tropical oviparous lizard, Calotes versicolor, exhibiting a potentially novel FMFM pattern of temperature-dependent sex determination. Journal of Experimental Zoology Part A-Ecological Genetics and Physiology 317A: 32-46.",,,"Solleder E., Schmid M. (1988) Cytogenetic studies on Sauria (Reptilia) I. Mitotic chromosomes of the Agamidae. Amphibia-Reptilia 9: 301-310."
Reptilia,Squamata,Agamidae,Chlamydosaurus,kingii,32,32,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540.","Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540.",,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,"Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540."
Reptilia,Squamata,Agamidae,Ctenophorus,decresii,32,32,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540.","Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540.",,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,"Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540."
Reptilia,Squamata,Agamidae,Ctenophorus,fordi,32,32,,gonochorous,,GSD,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540.","Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540.",,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,,,"Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540."
Reptilia,Squamata,Agamidae,Ctenophorus,ornatus,32,32,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Tentative results due to extremely small sample sizes and/or insufficient temperature treatments.,"Moody S., Hutterer R. (1978) Karyotype of the agamid lizard Lyriocephalus scutatus (L., 1758), with a brief review of the chromosomes of the lizard family Agamidae. Bonner Zoologische Beitrage 29: 165-170.","Moody S., Hutterer R. (1978) Karyotype of the agamid lizard Lyriocephalus scutatus (L., 1758), with a brief review of the chromosomes of the lizard family Agamidae. Bonner Zoologische Beitrage 29: 165-170.",,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,"Moody S., Hutterer R. (1978) Karyotype of the agamid lizard Lyriocephalus scutatus (L., 1758), with a brief review of the chromosomes of the lizard family Agamidae. Bonner Zoologische Beitrage 29: 165-170."
Reptilia,Squamata,Agamidae,Ctenophorus,pictus,32,32,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540.","Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540.",,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,"Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540."
Reptilia,Squamata,Agamidae,Diporiphora,albilabris,,,,gonochorous,,GSD,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,,,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC."
Reptilia,Squamata,Agamidae,Diporiphora,bilineata,32,32,,gonochorous,,GSD,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540.","Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540.",,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,,,"Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540."
Reptilia,Squamata,Agamidae,Hypsilurus,spinipes,36,36,,gonochorous,,GSD,,,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540.","Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540.",,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,,,"Witten G.J. (1983) Some karyotypes of Australian agamids (Reptilia, Lacertilia). Australian Journal of Zoology 31: 533-540."
Reptilia,Squamata,Agamidae,Leiolepis,boehmei,,,,apomictic,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,parthenogenic,,,,"Grismer, J. L., & Grismer, L. L. (2010). Who's your mommy? Identifying maternal ancestors of asexual species of Leiolepis Cuvier, 1829 and the description of a new endemic species of asexual Leiolepis Cuvier, 1829 from Southern Vietnam. Zootaxa, 2433, 47-61.",,,,,,,"Grismer, J. L., & Grismer, L. L. (2010). Who's your mommy? Identifying maternal ancestors of asexual species of Leiolepis Cuvier, 1829 and the description of a new endemic species of asexual Leiolepis Cuvier, 1829 from Southern Vietnam. Zootaxa, 2433, 47-61."
Reptilia,Squamata,Agamidae,Leiolepis,guentherpetersi,,,,apomictic,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,parthenogenic,,,,"Grismer, J. L., & Grismer, L. L. (2010). Who's your mommy? Identifying maternal ancestors of asexual species of Leiolepis Cuvier, 1829 and the description of a new endemic species of asexual Leiolepis Cuvier, 1829 from Southern Vietnam. Zootaxa, 2433, 47-61.",,,,,,,"Grismer, J. L., & Grismer, L. L. (2010). Who's your mommy? Identifying maternal ancestors of asexual species of Leiolepis Cuvier, 1829 and the description of a new endemic species of asexual Leiolepis Cuvier, 1829 from Southern Vietnam. Zootaxa, 2433, 47-61."
Reptilia,Squamata,Agamidae,Leiolepis,ngovantrii,,,,apomictic,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,parthenogenic,,,,"Grismer, J. L., & Grismer, L. L. (2010). Who's your mommy? Identifying maternal ancestors of asexual species of Leiolepis Cuvier, 1829 and the description of a new endemic species of asexual Leiolepis Cuvier, 1829 from Southern Vietnam. Zootaxa, 2433, 47-61.",,,,,,,"Grismer, J. L., & Grismer, L. L. (2010). Who's your mommy? Identifying maternal ancestors of asexual species of Leiolepis Cuvier, 1829 and the description of a new endemic species of asexual Leiolepis Cuvier, 1829 from Southern Vietnam. Zootaxa, 2433, 47-61."
Reptilia,Squamata,Agamidae,Leiolepis,triploida,,,3,apomictic,,,,,,,SPO,Sarah Otto,otto@zoology.ubc.ca,parthenogenic,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York.","Grismer, J. L., & Grismer, L. L. (2010). Who's your mommy? Identifying maternal ancestors of asexual species of Leiolepis Cuvier, 1829 and the description of a new endemic species of asexual Leiolepis Cuvier, 1829 from Southern Vietnam. Zootaxa, 2433, 47-61.",,,,,,,"Vrijenhoek, R.C., R.M. Dawley, C.J. Cole & J.P. Bogart, 1989. A list of the known unisexual vertebrates, pp. 19-23 in Evolution and Ecology of Unisexual Vertebrates, edited by R.M. Dawley & J.P. Bogart. New York State Mus. Bull. 466, New York."
Reptilia,Squamata,Agamidae,Lophognathus,burnsi,,,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,Tentative results due to extremely small sample sizes and/or insufficient temperature treatments.,,,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC."
Reptilia,Squamata,Agamidae,Lophognathus,gilberti,32,32,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,"Moody S., Hutterer R. (1978) Karyotype of the agamid lizard Lyriocephalus scutatus (L., 1758), with a brief review of the chromosomes of the lizard family Agamidae. Bonner Zoologische Beitrage 29: 165-170.","Moody S., Hutterer R. (1978) Karyotype of the agamid lizard Lyriocephalus scutatus (L., 1758), with a brief review of the chromosomes of the lizard family Agamidae. Bonner Zoologische Beitrage 29: 165-170.",,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,"Moody S., Hutterer R. (1978) Karyotype of the agamid lizard Lyriocephalus scutatus (L., 1758), with a brief review of the chromosomes of the lizard family Agamidae. Bonner Zoologische Beitrage 29: 165-170."
Reptilia,Squamata,Agamidae,Lophognathus,temporalis,,,,gonochorous,,,,TSD II,,,NV,Nicole Valenzuela,nvalenzu@iastate.edu,,,,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC.",,,"Harlow PS (2004) Temperature-Dependent Sex Determination in Lizards. In: Temperature Dependent Sex Determination in Vertebrates (eds. Valenzuela N, Lance VA), pp. 42-52. Smithsonian Books, Washington, DC."
